,Teff,Prot,Age,Mass
109768,6182.977231777624,8.453771302278444,3.187161539376313,1.3487
97200,6009.118156556399,14.923279000718313,4.518491134699518,1.30062
89390,5915.943449510655,17.753699654052358,3.692910071782287,0.91203
28615,5390.508907438491,19.431365748004428,2.549381706137209,0.9493
21829,5183.8571805523125,22.141766842739493,3.579129933013614,0.79089
4553,4268.234144873323,11.640505093345906,1.1130576853890521,0.72274
123107,6266.202821991728,10.359310834026607,5.145840709906935,1.11179
118288,6127.753031037834,17.04199290027425,6.038892372163796,1.0479
69760,5721.963233935188,22.674323003086577,3.543315683476244,1.06248
47606,5528.381280969863,21.3137858238806,3.422948885752492,0.86251
135290,6339.615108684316,7.923811784582766,3.2142688635011853,1.14289
69523,5770.445475792898,21.53023414326673,3.14852705401475,1.0568
80515,5800.791275438614,18.3216422330675,3.178249971933056,0.98027
106323,6024.186769702318,7.540315781510922,1.111198387303176,1.06841
109623,6009.012511038125,19.203132782516704,5.387409166910992,1.00919
40517,5481.627300453993,26.454296190709687,4.74003992068064,0.90145
36100,5406.814435183649,14.07476503391522,1.6802874457049009,0.88517
56748,5673.231276286377,13.07053089783726,1.546378681042766,1.06595
97780,6042.704521253388,4.663319831183364,2.578697969556382,1.48971
65225,5754.466188706278,29.255519301707867,8.39688266750832,0.9661
28156,5227.119782008127,22.855775812796534,3.236875551710857,0.94308
2034,3859.3702839565694,25.688512608134477,3.443453278932655,0.52378
64130,5748.008027937432,14.243536728898391,1.7191606698992419,1.01381
1301,3744.9692412108393,30.633150339002288,3.999155921508618,0.4902
25411,5205.529159367625,30.671678170884803,5.545118706773996,0.77076
24419,5286.138149712827,15.737732595151297,1.9759513324995739,0.83027
55623,5693.073181400864,17.77530874324184,2.102605453725349,1.05878
125648,6229.918506590221,6.49002059200024,1.417677452459893,1.14361
120824,6197.946774368007,12.464435232572473,3.7319534560547685,1.08536
12780,4805.425506772317,22.738338257123807,2.8525425946237384,0.78407
43490,5504.923472348354,7.239733709389087,0.5116301535438834,0.95057
10285,4799.37889096376,31.023753451059058,5.650334214232108,0.69963
64779,5724.887526923538,30.53941538276332,8.002806195243615,0.94563
874,3657.838995570984,7.882730830198287,1.8956012568335348,0.41273
104960,6053.171822338987,15.9085794002376,3.8681477048837216,1.0605
7073,4474.39046894183,15.63291519446685,1.682352859627255,0.67679
62976,5756.719571989333,17.34340520619649,2.2793377093296603,1.10835
71459,5844.6253895902855,17.607893021883555,5.775566725237186,1.13016
32841,5343.5760836504605,19.065646015819183,2.7457400276523756,0.94311
49293,5562.644173361774,18.512921536944923,2.105001768565918,1.08408
111981,6104.470349545079,9.955350258333706,4.1582555838519015,1.30329
46091,5593.568006444411,21.12551825216606,3.71607167762596,0.97759
39620,5409.131114490722,13.208042691560514,1.4668028894075968,1.06138
137380,6397.047339133683,7.718012514851814,3.8773927155837917,1.14624
18313,5073.333084211099,16.06568592629282,1.7139755094053841,0.88437
121030,6127.077691257964,13.557736388450815,3.032598992506278,0.97582
36382,5471.487742676905,20.942843703593844,3.376192802797826,0.92704
83093,5908.069248469167,8.189086470206655,3.255643044649414,1.35753
16202,5075.960828573666,18.40232288043471,1.834780014898361,0.86479
126004,6288.396108762029,9.606288230165417,3.840525318375065,1.11075
49277,5571.129479828888,14.063235141532187,1.524996755356482,1.0206
98687,6008.745374126255,19.564933453485686,5.545585207336305,1.02636
112420,6157.100681352455,11.765209317338858,2.511985917552425,1.07995
113073,6108.824561003102,2.0239460804167217,0.2268996325123285,1.10731
57144,5659.902229339815,16.462558192049407,2.7642900731860065,0.93099
59966,5618.184598909387,11.376016041716124,1.255341371418067,0.88702
45557,5516.819468506111,23.430296607074045,3.70946380224356,0.9168
16173,5071.234012715877,15.645427924366256,1.677310675191446,0.86456
52020,5675.90720253783,15.814192183773702,2.169504180237709,1.04521
104189,6020.914693193527,16.399624542708374,2.9551564565258532,1.10563
38015,5494.273736528088,38.42371995447616,8.452612571103574,0.9275
139416,6398.441413508406,3.2088869309488617,1.185103256705827,1.35693
99057,6086.936378658746,9.862647038616487,1.5387470287687268,1.15105
104443,6012.4292677002795,19.063329202626477,5.5631725884626935,1.03656
76908,5821.328477761886,28.318932852098627,8.447658247856946,1.01212
104305,6005.65953149075,20.429027993563558,6.539294635489018,0.99321
84614,5919.3053842342415,21.009947668193945,5.7094293902582285,1.08283
86593,5997.084857035318,8.554845900449159,0.7645006553746745,1.02913
50686,5632.614725404144,10.115781071356016,2.330195972112392,1.58456
82318,5887.67538440266,26.539420098489877,7.301694541779635,1.00878
93318,5945.468118279976,18.37286888802599,3.406096518242007,1.00423
95330,6040.598360078431,16.696704565517326,6.582788143421428,1.10349
86062,5936.787847013281,20.692226401587437,4.022219843107567,1.00467
23373,5274.631797912836,7.425618952870391,0.6152654978631262,0.89829
132088,6241.911321196201,8.350389296224154,2.6663490227555813,1.22735
72182,5868.449077718506,23.27046990921247,6.980974220734924,1.11724
118390,6105.304206530319,17.161851160358694,5.3716348015184865,0.98583
104562,6039.616145703056,8.880263913020467,1.0076077897498759,1.04854
27480,5206.915607578798,23.964210102828424,3.721551206252883,0.92258
91362,5945.691604899616,15.060062171903386,2.3905713603013385,0.94397
7038,4402.939497181783,19.394662972148428,2.078180954849703,0.69043
44250,5507.317572687884,23.83026928133781,4.24517554598272,0.86981
66064,5727.936865768387,17.155777266964822,2.7294462210419708,0.93343
53702,5640.9016957376125,29.376923926052815,5.576323176672824,0.96017
34375,5314.739462996738,22.068685289792608,3.48067266541659,0.8225
15283,4912.172552650734,1.390968007432837,0.2336145562448781,0.87653
117101,6105.8038450060985,13.410908651291534,2.246734366157602,1.09201
137683,6343.04951914918,7.452059222316296,1.4540793598292292,1.16387
132772,6232.125534110836,10.850988736642117,2.7558749145157844,1.14971
67300,5737.516447326911,16.14029916257168,1.9672056347386069,1.0577
39915,5400.122858814593,18.899048853487216,2.436846858019284,0.85799
80901,5863.984880313777,17.701696128776156,2.8413466207831504,1.10595
32705,5373.300429462716,20.52742589061499,2.6849274720477037,0.90229
8597,4513.097115642373,14.157358181082522,1.9040970882539108,0.66329
80103,5859.676109438623,23.205067446264632,4.883739632392682,1.02811
94857,5927.893691215942,15.288049952928166,2.7542851431428432,1.07612
40124,5457.7141111652145,28.974647346593144,5.7403898486417555,0.8895
57172,5680.101170398173,17.25322132749274,2.141928201542273,0.9191
131529,6234.805633003803,11.030195526769308,4.487355921199112,1.0342
44612,5558.092182187336,20.523539333248603,2.774682800207678,1.05629
24922,5236.626825298936,31.549359322563962,7.454644407692716,0.75307
120904,6110.593538452415,17.178254243979396,7.002131396468477,0.98182
103505,6089.245515696324,18.142327521452184,5.563208104015026,1.02748
78037,5809.212924399793,26.917118056125965,6.481585911292338,1.03727
103085,6079.938191221604,14.609443578123004,4.95719035566245,1.1458
46365,5566.276828421845,13.960802754852006,1.396135040621188,0.92561
24052,5286.962680465652,15.818797782937999,2.035721632422673,0.94041
22356,5143.934127066072,31.29644763031521,6.5504545021140945,0.77452
38173,5421.468746199093,16.806295452565536,2.060244572057868,0.93107
72921,5891.4485632906935,21.600560410631942,4.982841122393862,0.89559
53494,5654.298279592163,19.492827923688814,3.062177347894991,0.97589
2929,4000.43322015922,23.654189870290683,2.9438862625322137,0.60682
132978,6268.1448796179,7.5157193518838215,1.655649891816021,1.23753
46712,5592.134711962874,26.73874038483246,5.033908931388028,0.86586
10067,4772.763063196746,27.210910782498907,4.015729536867138,0.75398
59134,5620.381527968269,29.89908230721361,5.738961798264425,0.89953
104797,6042.479175120942,10.765173311711145,1.4681244999411418,1.02804
83701,5934.067162746294,24.698953372898206,6.963816194783286,1.05256
96678,6052.342504296664,8.634118108435379,4.974833352653293,1.15171
76319,5868.965730866342,9.374954318104912,1.081746453583418,1.17502
112385,6170.923336638354,2.9238293135789424,0.326218585517814,1.19587
115249,6105.573531021226,13.048930943671625,4.1792976093244985,1.14625
14299,4992.242040851173,14.53823499698403,1.739059884613472,0.72917
116926,6192.712109881344,7.73268842400484,1.208848399855279,1.14883
26164,5280.541557643524,33.06032067727671,7.211248721432019,0.7617
93474,5915.6579745351855,23.2136918429107,5.392459191237714,1.01952
62562,5733.558688894353,13.20094293463545,0.9734825462087788,1.05816
26271,5220.920180275868,24.056791863176585,3.433845043117166,0.90231
62256,5740.981148530761,18.79701317378067,4.192521403941163,1.25841
56597,5600.401748087824,9.706377649825784,1.035333802595116,1.01811
8566,4595.082906495138,18.4169608873835,1.8530352970334267,0.73519
43547,5504.648934918723,24.18271680403484,4.688999183544429,0.86012
31992,5393.7567846290585,15.394082189674862,1.741405167028949,0.96322
85771,5982.951930527618,17.583991335367582,3.75405053726714,1.06103
39889,5481.419457875125,24.845657091112557,3.752075994635908,0.90196
2264,3926.759110321041,2.6118439361450845,0.616848678571433,0.62281
138223,6330.129316668147,9.018440783658729,2.6649164457246948,1.15041
97891,6030.859135426892,7.0541246497510794,0.6710635987651491,1.16874
9830,4723.532834410902,21.486948987088567,2.98891178959198,0.85068
135742,6397.637973695868,5.869978556544917,5.176787034865157,1.06841
25818,5216.331675882417,9.001315987823645,0.633019250922061,0.96418
36875,5409.0582935677885,28.27294461080502,4.777891698682329,0.95189
64001,5726.6259247138305,15.681203757467902,1.5715111340317842,1.05823
97949,6082.449632199896,19.697545218436602,8.215143150241419,0.95594
64062,5769.894715848428,19.008365814080907,2.6166408922309343,1.03654
5959,4471.482011048549,19.01136007778856,1.7998223045823958,0.68599
66569,5714.04294487792,21.329231885359157,3.9279738572840825,0.92037
61250,5771.920013043084,19.098006833380428,4.778588381677022,1.24413
60919,5793.2106904968205,20.436407471091403,5.047171164922697,1.22109
4075,4200.644012248122,19.617783149238733,1.9538779552576542,0.67629
49807,5580.7627218018115,22.722539786749905,3.2325749166597464,0.9553
81764,5809.787947150005,28.40295292392225,7.9247343841393745,1.00448
127686,6248.865161369523,7.904393338366759,2.7238212008908773,1.23316
82171,5827.339976827708,26.965822241594562,6.228100062806753,1.02686
58076,5655.4740624649685,25.203589941344767,3.908361338131695,0.99273
53918,5698.009534312611,5.031077274035659,0.3623148758522049,1.16262
108635,6016.570368335311,18.620225510210062,4.711691190880988,1.03376
138433,6323.237034432582,7.406405645340807,2.975636961506262,1.074
93798,5900.055708375771,15.35842753023394,2.230475656519145,1.14934
12475,4868.201260103424,27.277008740919428,4.560360539729858,0.72389
139298,6326.760518679997,8.140258524627063,2.753223715015914,1.09268
5042,4399.874884874149,22.299243513183033,2.551288998823701,0.72717
102864,6007.834823097043,20.35472454325773,4.8292009949634815,1.05484
60141,5623.712518269279,14.169981522749751,2.162746995061373,0.96184
43876,5595.788790531878,14.596418104593697,1.4308614832976498,1.02098
61056,5712.588710746037,29.82728222172361,6.034236612676919,0.9271
122671,6267.6958269073475,6.202782496029071,3.0368124430084618,1.3281
73334,5802.994706712844,10.248383998950617,0.9216509371172192,1.07186
57099,5667.1170772525,17.092045920403727,2.1775719158891453,1.0881
93848,5969.904895687699,24.258748600604452,8.028885320648765,0.94271
139520,6304.4313464517545,7.0285411706388725,1.2444639226551728,1.25492
115063,6119.461600359683,15.295902059296981,5.3101521032671535,1.11328
86076,5905.317204090894,19.248016641454413,3.0122435108611887,1.02724
49849,5593.577762299319,7.515886187459668,0.5351878549647336,0.96063
62119,5758.506688477206,13.38696466443506,1.2890319524998841,1.01393
68596,5713.0650436391115,24.303694264289433,4.419029477255488,0.96727
7754,4522.751332725659,23.45816058593714,3.154423022816605,0.7259
24038,5280.543933722601,35.61527909251261,8.322685879999979,0.7614
136578,6357.163711690092,4.046011360975439,2.572001046603283,1.2384
116287,6109.104042618608,7.374895835405086,1.078667333643795,1.23762
9020,4661.0895077888945,-0.7577469468622815,0.1505710673645448,0.82974
41294,5405.417139721911,17.407859393082582,2.267345384122283,0.90661
10060,4750.401088713596,18.872052840593636,2.084802272761266,0.78096
1626,3756.525320209095,25.073838863480304,3.38973875410164,0.48691
59736,5616.8866385097335,26.491705142400363,4.581245809081092,1.00788
24817,5286.433871597691,21.24618400604049,2.9700367435991537,0.89967
105312,6013.699026038315,13.444990945287886,2.442796340767888,1.0025
20119,5165.384690585695,10.37756239728191,1.004387595605544,0.95402
32811,5320.580014375055,23.56096059939222,3.2823380138826734,0.86882
57889,5649.8681333778695,27.559864841827,6.260773935486206,0.86482
119929,6129.2354867350305,14.305911515502997,3.178545987072872,1.03863
1578,3712.3120713975404,4.1648974332444535,1.417235209162994,0.49879
34094,5334.719099483496,17.45229704212512,2.050071111930623,1.03402
13257,4968.402688901819,21.428188247443043,3.386920981201854,0.73711
131440,6238.599615547823,11.320554200337027,4.967767536080442,1.10051
75341,5831.7625100398245,11.478683296355873,1.031305463406258,1.02393
36455,5426.29936991911,4.9087917406785335,0.3913544428091507,1.05233
104752,6098.630348544452,17.102796596131842,7.87017970604655,0.94298
91762,5900.6620630527295,25.436659941208603,7.8261406788089944,1.00549
80378,5816.721968865002,15.065951038180039,1.9629733639346918,1.11536
48147,5598.204637047335,32.60910111134619,7.795150857090597,0.86055
130078,6240.4923164246375,11.975775615548296,4.3453667408030485,1.04492
18022,5005.104444424238,24.204536915416718,3.3888402162921185,0.85384
136694,6378.411924053961,7.740728290341347,2.162861797769142,1.06853
36625,5460.5092320218655,-0.3507451911426882,0.06911332059263255,0.92717
47761,5591.31281070355,13.037815866243795,1.217420118068502,1.05949
35907,5458.4105910984745,32.64011358499527,3.8619223760483865,1.39042
64965,5785.232108091385,16.757970493366876,2.31780022262991,1.17144
9364,4609.208648677321,22.756580612090342,2.925455059190504,0.73945
101846,6047.4364291817155,22.287408572193694,8.062819701849156,0.94769
138933,6336.418483446252,8.425828265161357,1.9139877178257168,1.17663
32911,5340.15701789016,13.658813403361492,1.4332453694118898,0.83417
108036,6062.753025543785,13.223627209589695,2.802363427877602,1.02889
63428,5730.928594618238,13.85299225156283,3.5421979589565646,1.34525
65202,5732.992324754913,22.95717035511584,3.73761609672277,1.00765
14004,4986.937765022709,18.392235879146295,2.6146582701779044,0.86552
47653,5580.578136754446,18.155705085255022,2.434485497523224,0.95502
23379,5254.524895637916,18.318974779138248,2.1525806896713133,0.88413
122739,6236.841463736721,1.4862056170249236,2.285611814460826,1.60285
125488,6292.116254738049,5.262747044532239,0.8050465809233786,1.15383
120826,6168.852628779577,11.721499142397857,2.5977528481752796,1.102
88055,5917.527765227817,23.754430970923366,5.840390593675566,0.92736
74029,5852.822571375367,14.80072228250554,1.674869009738394,1.16293
25225,5294.267972814942,20.65968197459281,3.0990724259635534,0.85797
18308,5007.908830609268,36.215550370583664,7.252328575362286,0.79583
56451,5635.402557919981,20.109019075537574,3.4435501144641636,0.99897
121658,6166.456662468477,12.209133118135773,4.2988686760225985,1.16218
75273,5835.4780083432015,23.62910304646147,5.166712039091356,0.93526
138228,6329.721739929677,7.337362761182298,2.8843093052027236,1.25674
127715,6264.442331242967,9.902789666748253,3.0553237956789827,1.18234
40424,5486.1834517650295,15.711496997077592,1.89982707804407,0.95612
96360,6075.271437530419,6.94508185917203,2.609231716170958,1.46892
35843,5472.081933782702,27.207367868881683,4.319075458720904,1.22397
83416,5961.7978761241775,12.906232908549873,4.550279966813359,1.24551
132403,6210.344895784812,11.937797427484863,5.394987758509344,1.07583
28292,5273.761898468845,33.22980920462288,7.087799984062142,0.89252
35411,5461.117238941024,18.828625747556707,2.0467656675259502,1.04067
34154,5356.53416369127,22.010360516212653,3.1871989869553925,0.99537
72047,5844.608561389884,10.655611095847574,3.6596283191117434,1.30996
51737,5692.319031404389,5.041563307954217,0.3631230123201307,1.06015
138351,6344.181033450504,6.578907236356519,3.3848688385894667,1.03933
133356,6251.022651057387,9.976937776279502,3.9544539491474437,1.1844
42676,5557.632118655038,15.598063960011789,1.74755886837764,0.93499
123359,6213.02013922074,12.89027480218018,3.599919375584094,1.05546
41402,5459.30969263932,20.762741650930103,2.8438997290657415,1.00706
139886,6344.470850938532,9.952525742118873,5.0143878852314385,1.06643
37631,5463.913840524921,34.68966252759594,7.1171796972020624,0.97043
105284,6012.549949577033,12.469578626581328,2.21229752640042,1.26407
104384,6072.202661144848,14.122593782707245,2.179864788008517,1.09702
76779,5879.0762775279,23.51300926712483,6.292292387317497,0.97081
134753,6337.73005015101,2.5207037280475175,1.922338288364232,1.59657
126077,6215.5565983948745,11.334689372239504,3.6689316942834314,1.01078
32771,5367.816951012083,13.420221001202092,1.3920865508371278,0.90361
92014,5999.082799149482,14.766267053986226,2.6507881450415622,1.0106
100292,6094.4925941246565,18.43084643509412,8.35730314552388,0.9428
113249,6107.398029927097,8.759639183783127,3.00619699033765,1.37313
94901,5955.084603382686,17.831209567565335,2.8707272473345733,1.13726
83544,5957.698552717326,22.795172108303305,8.20215346228687,1.01062
38448,5415.193182916956,33.268212941048034,7.437009143246129,0.90808
62712,5768.192713984501,8.639632805941782,0.8700302511322336,1.09459
96722,6036.267160147536,20.169543898430828,7.965236808686052,1.01473
59570,5670.279878169013,20.159911160740954,3.2488270644816732,0.91476
89704,5911.3898779906,20.863077868287107,6.323423389221269,1.12345
136580,6321.884693722657,6.89417352041303,2.8284749562300027,1.26328
121709,6141.2785196252025,16.076010712383045,4.428491187416027,0.98205
84517,5933.3195959305785,11.69594071974796,2.113038238684532,1.06695
21166,5166.604272341065,33.17654633106142,6.763447145685975,0.7728
5104,4331.613042544689,27.040250204864577,3.7030998770350183,0.67982
114840,6120.222332190888,14.75618486128988,4.6132888847537785,1.07256
14623,4995.562111313221,20.888100284457657,2.722342557778919,0.78552
100137,6087.902842906143,15.148019420012984,3.4636914099145653,0.96747
108439,6028.287357147412,19.58976782245318,5.943490317391302,1.02248
7613,4507.260539886475,24.555617282547356,3.158072794997477,0.75402
66150,5719.332552251142,7.420168309927831,0.6825947781728486,1.07305
43848,5540.547064997875,21.466625628741983,3.5199437217064635,0.93659
38345,5473.437698017461,10.640416252398794,1.303758428962844,0.84747
48959,5599.500705463547,32.469023449638314,6.849719758181047,0.9083
49509,5599.574234504355,20.890651276114433,3.4938054449933684,0.84417
32634,5328.78647917398,21.474668321332345,2.8505272067748617,0.90334
