Teff,Prot,Age,Mass
5513.107367984163,9.167505152438856,0.6437985044671464,0.91055
6030.007283164398,23.139691186115645,4.988786584128385,1.00109
6319.946283529083,15.861630531672782,5.3156009440063725,1.05779
4825.50449843507,23.71603272794074,3.515892188218169,0.70225
5560.278520065395,9.884559709876717,0.8070081614996932,0.88223
5691.2467001992245,21.641556561222487,3.415971045747064,0.92626
6070.9170415521485,12.410069926480293,2.562883534352252,1.17341
4754.91403098449,16.657934724059643,2.2426896749447183,0.82633
5892.714087800146,13.40014898522491,3.698853803178195,1.3571
6395.735332806204,6.46802361582653,2.742229180039153,1.13359
6453.548294328404,3.382746279602247,1.92019203601775,1.34875
4256.360339899596,18.3921791989896,1.99148226139975,0.66191
5591.475063344585,29.606979520346066,5.962637350789257,0.91237
6169.513274940304,4.158306815104185,2.148092605096673,1.65275
6463.680242743813,6.2854608352475045,3.390015775588779,1.15938
3761.509194252259,21.032232449235646,2.618687718367615,0.52999
5336.854697420196,18.29015004530139,2.531905712910143,0.85044
5930.880208216781,20.009655129880688,3.8500614681844283,1.0043
5999.617484323669,32.43161061998328,6.922097577926476,1.0584
5991.485336688029,28.51958486845503,6.331292460439206,1.13035
5765.870951050686,22.700843087147994,4.005304936168611,0.94068
5992.934988499279,7.462500987443063,0.9339619857750112,1.21308
5806.606804721433,6.394109449614272,0.5140828843367592,1.15207
5505.896658102418,14.059098409505786,1.763866017101202,0.87428
5779.972318453782,16.54402845031995,2.328107318469581,1.07535
5951.480642788645,12.587468730862314,1.8730587803453358,1.19649
5618.2088939347095,17.38677063843069,2.51378715840994,0.97076
5367.463940994935,29.11995605552487,6.28507225973607,0.80192
5964.760818995845,24.445873149172183,4.713100323777327,1.14719
6271.580292376069,10.799817120844189,3.2288551758247186,1.15663
6291.823071130164,6.5932419844284285,1.5685660996741861,1.21657
5888.554588242736,27.24247719522785,6.2118031358994985,1.08739
5494.323073353208,17.972385063477624,3.2839478178934085,1.37169
4949.068686935561,25.93389068936639,3.951259690757793,0.89386
6385.539277006585,9.79921650951482,4.344320315133571,1.11388
6249.995647550628,4.857500332592631,1.1458599163290901,1.33153
6263.829243555077,3.0557261141903407,1.9831382410877731,1.61267
5849.792321412244,18.847323975921782,4.572470715490655,1.23258
5257.752286658413,27.03684322950779,3.8163060964502855,0.86911
6059.687844103564,31.702042116360236,7.77096316312232,1.00869
5238.426024585099,9.611634665604022,0.7838282985835332,0.88873
5695.292524637447,8.48860748719614,0.91061358411232,1.06323
5566.182256663998,24.00105035061912,4.290990827521367,0.88978
3614.690618810709,17.57451259494967,2.7748098034803523,0.41531
5738.334590607358,31.855497864479435,6.725293823985394,0.89358
5589.56311542553,34.70107095377861,8.078957764946933,0.82958
6132.150425416558,19.625831310498032,4.771319472387259,1.13591
5740.534691555905,26.537575589943177,5.246525289759481,0.91031
5843.50284574344,20.1963521670264,3.2059751056559715,0.98422
5821.082040266043,25.50098950460783,4.448921625553262,1.07041
6073.412078146988,16.758127644591227,3.84944241387388,0.98718
5849.279320816726,33.91651789593928,6.505359366159102,0.97642
5574.899257829818,34.025093361576715,6.777942475825587,0.89644
6178.1629942176505,18.20991382810445,4.766484957797704,1.02872
5974.873917981875,9.720027720474608,0.8869788253014227,1.11093
6175.111640202707,19.850712732992744,6.046529325292329,1.0945
4344.293012043102,24.207331402141293,2.672273605033666,0.7039
5991.226491139702,23.150073578410982,5.042846082149363,1.01424
5753.982606561153,17.28995865169663,2.7325047547522034,1.16426
6227.551845609114,2.3999192318509186,1.7908677337621068,1.75255
5712.790619315754,22.612050749799604,4.495589857018351,0.85675
5828.7989249666725,9.511425765256945,1.012530602959979,1.12943
5000.800851311347,16.358279874584895,2.128123069342373,0.80693
5711.993028996304,14.833415909694684,2.055843187123315,1.00036
6297.707441950174,8.925782815787912,1.667957949997384,1.16484
5094.056797997049,32.90483268513971,5.834326312775941,0.74027
5474.083973016989,26.731389799101485,4.478066205274762,0.97748
6170.623129330666,25.3233832634608,7.343096604528442,0.96487
3889.572519911524,2.729428444545912,0.6080007659086077,0.54941
5322.227174181317,23.86380922930363,3.451712540818215,0.87977
5759.195930991432,28.814572940085256,5.23951735057833,1.02852
6331.798223581539,0.9182607356221222,1.796727971207701,1.65665
5090.2336759404525,10.00904668600667,0.8930002116880862,0.84823
4534.221867637676,15.162142240721138,1.609122815495478,0.81607
